,station,month,day,year,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,date_string,date,aqi_PM10,aqi_PM2.5
4819,Dongsi,5,28,2014,48.0,206.0,17.0,136.0,1800.0,190.0,36.4,999.7,10.2,0.0,6.6,5-28-2014,2014-05-28,126.0,132.0
10460,Nongzhanguan,5,28,2014,54.0,150.0,20.0,131.0,1300.0,217.0,36.4,999.7,10.2,0.0,6.6,5-28-2014,2014-05-28,98.0,147.0
6170,Guanyuan,5,28,2014,45.0,193.0,19.0,132.0,1500.0,206.0,36.2,998.2,12.4,0.0,7.0,5-28-2014,2014-05-28,120.0,124.0
2015,Changping,5,28,2014,45.0,158.0,19.0,79.0,700.0,258.0,37.5,995.0,8.1,0.0,3.8,5-28-2014,2014-05-28,102.0,124.0
16100,Wanshouxigong,5,28,2014,49.0,170.0,18.0,124.0,1500.0,204.0,36.1,997.3,12.3,0.0,5.0,5-28-2014,2014-05-28,108.0,134.0
14682,Wanliu,5,28,2014,122.0,206.0,18.0,122.0,1000.0,206.0,36.2,998.2,12.4,0.0,7.0,5-28-2014,2014-05-28,126.0,185.0
585,Aotizhongxin,5,28,2014,65.0,65.0,15.0,127.0,900.0,195.0,36.2,998.2,12.4,0.0,7.0,5-28-2014,2014-05-28,56.0,156.0
9010,Huairou,5,28,2014,50.0,197.0,14.0,83.0,700.0,233.0,36.9,995.3,11.7,0.0,3.9,5-28-2014,2014-05-28,122.0,137.0
3458,Dingling,5,28,2014,77.0,114.0,21.0,44.0,200.0,275.0,37.5,995.0,8.1,0.0,3.8,5-28-2014,2014-05-28,80.0,162.0
7587,Gucheng,5,28,2014,250.0,250.0,14.0,94.0,1100.0,203.0,37.3,996.1,9.6,0.0,2.8,5-28-2014,2014-05-28,148.0,300.0
589,Aotizhongxin,5,29,2014,113.0,113.0,28.0,192.0,1500.0,225.0,40.5,996.3,17.8,0.0,3.5,5-29-2014,2014-05-29,80.0,181.0
4823,Dongsi,5,29,2014,134.0,229.0,21.0,127.0,1400.0,202.0,40.4,994.2,13.4,0.0,2.0,5-29-2014,2014-05-29,138.0,192.0
14686,Wanliu,5,29,2014,73.0,238.0,25.0,193.0,2000.0,198.0,40.5,996.3,17.8,0.0,3.5,5-29-2014,2014-05-29,142.0,160.0
6174,Guanyuan,5,29,2014,59.0,255.0,25.0,118.0,1300.0,195.0,40.5,996.3,17.8,0.0,3.5,5-29-2014,2014-05-29,151.0,153.0
9014,Huairou,5,29,2014,56.0,146.0,16.0,99.0,1000.0,188.0,40.3,993.5,13.0,0.0,3.2,5-29-2014,2014-05-29,96.0,151.0
3461,Dingling,5,29,2014,41.0,79.0,11.0,28.0,300.0,153.0,41.4,993.7,9.9,0.0,3.7,5-29-2014,2014-05-29,63.0,115.0
2019,Changping,5,29,2014,52.0,138.0,18.0,98.0,900.0,146.0,41.4,993.7,9.9,0.0,3.7,5-29-2014,2014-05-29,92.0,142.0
10464,Nongzhanguan,5,29,2014,76.0,244.0,25.0,146.0,1400.0,282.0,41.1,998.0,13.4,0.0,4.2,5-29-2014,2014-05-29,145.0,162.0
7591,Gucheng,5,29,2014,189.0,304.0,19.0,190.0,2000.0,266.0,41.6,994.6,12.9,0.0,3.3,5-29-2014,2014-05-29,175.0,239.0
16104,Wanshouxigong,5,29,2014,70.0,230.0,20.0,141.0,1300.0,261.0,40.6,995.6,14.6,0.0,6.3,5-29-2014,2014-05-29,138.0,158.0
593,Aotizhongxin,5,30,2014,122.0,254.0,72.0,209.0,2500.0,338.0,34.8,1002.3,18.4,0.0,2.0,5-30-2014,2014-05-30,150.0,185.0
6178,Guanyuan,5,30,2014,118.0,266.0,95.0,178.0,3500.0,352.0,34.8,1002.3,18.4,0.0,2.0,5-30-2014,2014-05-30,156.0,183.0
7595,Gucheng,5,30,2014,129.0,269.0,71.0,147.0,3000.0,374.0,35.6,1000.4,14.4,0.0,3.8,5-30-2014,2014-05-30,158.0,189.0
10468,Nongzhanguan,5,30,2014,112.0,271.0,96.0,211.0,3300.0,367.0,33.7,1004.0,15.2,0.0,5.0,5-30-2014,2014-05-30,159.0,180.0
2023,Changping,5,30,2014,120.0,222.0,62.0,115.0,2200.0,366.0,34.6,999.5,14.5,0.0,3.5,5-30-2014,2014-05-30,134.0,184.0
16108,Wanshouxigong,5,30,2014,118.0,241.0,95.0,169.0,3600.0,347.0,34.3,1001.7,17.0,0.0,4.1,5-30-2014,2014-05-30,144.0,183.0
14690,Wanliu,5,30,2014,120.0,302.0,90.0,173.0,3000.0,342.0,34.8,1002.3,18.4,0.0,2.0,5-30-2014,2014-05-30,174.0,184.0
9018,Huairou,5,30,2014,54.0,54.0,27.0,57.0,1500.0,217.0,34.0,998.6,12.2,0.0,2.9,5-30-2014,2014-05-30,50.0,147.0
3465,Dingling,5,30,2014,116.0,175.0,57.0,29.0,1900.0,385.0,34.6,999.5,14.5,0.0,3.5,5-30-2014,2014-05-30,111.0,182.0
7599,Gucheng,5,31,2014,148.0,407.0,66.0,104.0,3100.0,301.0,34.0,1004.3,19.3,9.0,3.5,5-31-2014,2014-05-31,276.0,199.0
16112,Wanshouxigong,5,31,2014,143.0,378.0,113.0,101.0,3600.0,301.0,33.2,1005.5,22.3,11.5,4.4,5-31-2014,2014-05-31,234.0,196.0
2027,Changping,5,31,2014,155.0,407.0,59.0,103.0,2700.0,321.0,33.9,1002.8,18.5,21.0,8.0,5-31-2014,2014-05-31,276.0,205.0
10472,Nongzhanguan,5,31,2014,148.0,340.0,149.0,133.0,4000.0,328.0,33.2,1007.0,18.5,11.4,7.6,5-31-2014,2014-05-31,193.0,199.0
597,Aotizhongxin,5,31,2014,152.0,725.0,93.0,106.0,3300.0,276.0,33.5,1005.7,20.8,11.5,4.5,5-31-2014,2014-05-31,501.0,202.0
14694,Wanliu,5,31,2014,147.0,367.0,99.0,153.0,3100.0,292.0,33.5,1005.7,20.8,11.5,4.5,5-31-2014,2014-05-31,218.0,198.0
6182,Guanyuan,5,31,2014,144.0,336.0,118.0,94.0,3700.0,306.0,33.5,1005.7,20.8,11.5,4.5,5-31-2014,2014-05-31,191.0,197.0
3469,Dingling,5,31,2014,129.0,195.0,50.0,44.0,2200.0,343.0,33.9,1002.2,18.1,21.0,8.0,5-31-2014,2014-05-31,121.0,189.0
14698,Wanliu,6,1,2014,71.0,71.0,7.0,52.0,700.0,153.0,29.5,1006.8,19.8,11.6,4.7,6-1-2014,2014-06-01,59.0,159.0
3473,Dingling,6,1,2014,60.0,120.0,3.0,12.0,700.0,177.0,29.3,1004.0,17.2,8.2,2.9,6-1-2014,2014-06-01,83.0,153.0
16116,Wanshouxigong,6,1,2014,69.0,143.0,2.0,57.0,1100.0,199.0,29.5,1006.0,17.7,18.3,5.1,6-1-2014,2014-06-01,95.0,158.0
6186,Guanyuan,6,1,2014,74.0,74.0,2.0,67.0,1300.0,166.0,29.5,1006.8,19.8,11.6,4.7,6-1-2014,2014-06-01,60.0,161.0
2031,Changping,6,1,2014,60.0,207.0,7.0,52.0,900.0,171.0,29.3,1004.0,17.2,8.2,2.9,6-1-2014,2014-06-01,127.0,153.0
10476,Nongzhanguan,6,1,2014,76.0,198.0,16.0,65.0,1100.0,233.0,30.3,1008.3,18.8,4.6,4.6,6-1-2014,2014-06-01,122.0,162.0
601,Aotizhongxin,6,1,2014,105.0,168.0,5.0,60.0,1000.0,176.0,29.5,1006.8,19.8,11.6,4.7,6-1-2014,2014-06-01,107.0,177.0
7603,Gucheng,6,1,2014,76.0,191.0,2.0,52.0,900.0,176.0,29.9,1004.8,18.4,1.5,3.6,6-1-2014,2014-06-01,119.0,162.0
16120,Wanshouxigong,6,2,2014,56.0,107.0,3.0,91.0,900.0,168.0,25.8,1006.7,16.4,0.0,1.9,6-2-2014,2014-06-02,77.0,151.0
7607,Gucheng,6,2,2014,62.0,128.0,2.0,70.0,800.0,171.0,26.2,1005.6,15.8,0.0,1.6,6-2-2014,2014-06-02,87.0,154.0
14702,Wanliu,6,2,2014,52.0,52.0,8.0,87.0,600.0,154.0,26.3,1007.5,17.9,0.0,1.8,6-2-2014,2014-06-02,48.0,142.0
6190,Guanyuan,6,2,2014,51.0,51.0,4.0,88.0,1000.0,169.0,26.3,1007.5,17.8,0.0,1.8,6-2-2014,2014-06-02,47.0,139.0
605,Aotizhongxin,6,2,2014,51.0,63.0,5.0,98.0,800.0,155.0,26.3,1007.5,17.9,0.0,1.8,6-2-2014,2014-06-02,55.0,139.0
2035,Changping,6,2,2014,37.0,69.0,3.0,76.0,600.0,164.0,26.5,1004.3,14.9,0.0,2.5,6-2-2014,2014-06-02,58.0,105.0
10480,Nongzhanguan,6,2,2014,50.0,82.0,4.0,104.0,1100.0,187.0,25.7,1009.0,17.0,0.0,2.6,6-2-2014,2014-06-02,64.0,137.0
3477,Dingling,6,2,2014,26.0,41.0,3.0,15.0,300.0,162.0,26.5,1004.3,14.9,0.0,2.5,6-2-2014,2014-06-02,38.0,80.0
11914,Shunyi,6,3,2014,69.0,137.0,22.0,60.0,1200.0,232.0,31.7,1005.0,14.0,0.0,3.1,6-3-2014,2014-06-03,92.0,158.0
4839,Dongsi,6,3,2014,52.0,146.0,20.0,67.0,1200.0,210.0,30.8,1004.4,13.4,0.0,3.9,6-3-2014,2014-06-03,96.0,142.0
16124,Wanshouxigong,6,3,2014,51.0,110.0,19.0,111.0,1600.0,198.0,30.2,1002.7,15.9,0.0,2.3,6-3-2014,2014-06-03,78.0,139.0
9031,Huairou,6,3,2014,55.0,127.0,18.0,50.0,1300.0,226.0,32.8,1000.0,14.0,0.0,4.2,6-3-2014,2014-06-03,87.0,149.0
14706,Wanliu,6,3,2014,54.0,54.0,31.0,120.0,1100.0,213.0,30.8,1003.5,16.3,0.0,2.4,6-3-2014,2014-06-03,50.0,147.0
7611,Gucheng,6,3,2014,63.0,172.0,10.0,108.0,1400.0,234.0,32.2,1001.6,14.9,0.0,2.1,6-3-2014,2014-06-03,109.0,155.0
609,Aotizhongxin,6,3,2014,57.0,98.0,24.0,125.0,1000.0,201.0,32.0,1003.5,16.3,0.0,2.4,6-3-2014,2014-06-03,72.0,152.0
10484,Nongzhanguan,6,3,2014,53.0,133.0,26.0,124.0,1100.0,236.0,30.8,1005.1,15.3,0.0,3.9,6-3-2014,2014-06-03,90.0,144.0
2039,Changping,6,3,2014,60.0,105.0,41.0,59.0,1200.0,217.0,31.8,1000.5,14.1,0.0,3.8,6-3-2014,2014-06-03,76.0,153.0
6194,Guanyuan,6,3,2014,55.0,55.0,25.0,88.0,1200.0,229.0,32.0,1003.5,16.3,0.0,2.4,6-3-2014,2014-06-03,51.0,149.0
13295,Tiantan,6,3,2014,50.0,98.0,26.0,68.0,1100.0,242.0,30.8,1004.4,13.4,0.0,3.9,6-3-2014,2014-06-03,72.0,137.0
3481,Dingling,6,3,2014,53.0,96.0,47.0,26.0,800.0,222.0,31.8,1000.5,14.1,0.0,3.8,6-3-2014,2014-06-03,71.0,144.0
613,Aotizhongxin,6,4,2014,96.0,96.0,20.0,127.0,1100.0,204.0,30.1,1002.3,19.4,0.0,2.7,6-4-2014,2014-06-04,71.0,172.0
16128,Wanshouxigong,6,4,2014,60.0,150.0,12.0,89.0,1100.0,212.0,28.9,999.2,19.5,0.0,2.5,6-4-2014,2014-06-04,98.0,153.0
4843,Dongsi,6,4,2014,82.0,159.0,31.0,96.0,1800.0,205.0,30.3,1004.0,17.2,0.0,4.1,6-4-2014,2014-06-04,103.0,165.0
10488,Nongzhanguan,6,4,2014,89.0,173.0,26.0,125.0,1300.0,235.0,30.3,1004.0,17.2,0.0,4.1,6-4-2014,2014-06-04,110.0,168.0
3485,Dingling,6,4,2014,70.0,85.0,14.0,28.0,700.0,242.0,30.7,999.3,14.7,0.0,4.0,6-4-2014,2014-06-04,66.0,158.0
6198,Guanyuan,6,4,2014,78.0,145.0,23.0,111.0,2400.0,209.0,30.1,1002.3,19.4,0.0,2.7,6-4-2014,2014-06-04,96.0,163.0
11918,Shunyi,6,4,2014,120.0,151.0,12.0,76.0,1000.0,260.0,31.2,1004.8,15.9,0.0,2.8,6-4-2014,2014-06-04,99.0,184.0
13299,Tiantan,6,4,2014,79.0,142.0,23.0,89.0,2500.0,223.0,30.3,1004.0,17.2,0.0,4.1,6-4-2014,2014-06-04,94.0,163.0
2043,Changping,6,4,2014,69.0,113.0,18.0,56.0,1100.0,227.0,30.7,999.3,14.7,0.0,4.0,6-4-2014,2014-06-04,80.0,158.0
14710,Wanliu,6,4,2014,210.0,210.0,25.0,106.0,1200.0,184.0,30.1,1002.3,19.4,0.0,2.6,6-4-2014,2014-06-04,128.0,260.0
9035,Huairou,6,4,2014,70.0,128.0,14.0,49.0,1100.0,246.0,31.7,999.6,15.5,0.0,2.7,6-4-2014,2014-06-04,87.0,158.0
7615,Gucheng,6,4,2014,85.0,182.0,10.0,116.0,1300.0,181.0,30.3,1000.3,15.7,0.0,2.5,6-4-2014,2014-06-04,114.0,166.0
617,Aotizhongxin,6,5,2014,103.0,103.0,29.0,102.0,1200.0,256.0,33.7,1000.7,19.9,0.0,3.0,6-5-2014,2014-06-05,75.0,176.0
11922,Shunyi,6,5,2014,99.0,196.0,14.0,102.0,1800.0,257.0,34.1,1003.2,16.7,0.0,2.2,6-5-2014,2014-06-05,121.0,173.0
2047,Changping,6,5,2014,69.0,122.0,33.0,45.0,1000.0,268.0,33.5,997.6,16.4,0.0,3.2,6-5-2014,2014-06-05,84.0,158.0
6202,Guanyuan,6,5,2014,86.0,148.0,37.0,115.0,1300.0,276.0,33.7,1000.7,19.9,0.0,3.0,6-5-2014,2014-06-05,97.0,167.0
4846,Dongsi,6,5,2014,87.0,179.0,35.0,106.0,1400.0,262.0,33.8,1002.4,17.5,0.0,2.6,6-5-2014,2014-06-05,113.0,167.0
10492,Nongzhanguan,6,5,2014,100.0,175.0,39.0,101.0,1400.0,293.0,33.8,1001.8,17.2,0.0,2.6,6-5-2014,2014-06-05,111.0,174.0
7619,Gucheng,6,5,2014,87.0,239.0,16.0,191.0,1200.0,266.0,33.5,998.7,17.3,0.0,1.7,6-5-2014,2014-06-05,143.0,167.0
3489,Dingling,6,5,2014,63.0,108.0,34.0,25.0,500.0,272.0,33.5,997.6,16.4,0.0,3.2,6-5-2014,2014-06-05,77.0,155.0
14714,Wanliu,6,5,2014,91.0,203.0,28.0,116.0,1300.0,213.0,33.7,1000.7,19.9,0.0,3.0,6-5-2014,2014-06-05,125.0,169.0
9039,Huairou,6,5,2014,76.0,142.0,17.0,55.0,1200.0,223.0,33.8,997.7,17.2,0.0,3.7,6-5-2014,2014-06-05,94.0,162.0
16132,Wanshouxigong,6,5,2014,162.0,522.0,41.0,152.0,1600.0,284.0,32.8,999.8,18.6,0.0,2.2,6-5-2014,2014-06-05,418.0,212.0
13303,Tiantan,6,5,2014,95.0,129.0,50.0,99.0,1200.0,302.0,33.8,1002.4,17.5,0.0,2.6,6-5-2014,2014-06-05,88.0,171.0
9043,Huairou,6,6,2014,92.0,137.0,26.0,39.0,1600.0,115.0,27.5,996.9,18.1,8.1,8.5,6-6-2014,2014-06-06,92.0,170.0
10496,Nongzhanguan,6,6,2014,109.0,251.0,48.0,99.0,3200.0,162.0,26.7,1001.4,19.6,9.3,7.2,6-6-2014,2014-06-06,149.0,179.0
7623,Gucheng,6,6,2014,119.0,283.0,6.0,200.0,2400.0,69.0,26.2,998.1,19.0,6.6,1.5,6-6-2014,2014-06-06,165.0,184.0
6206,Guanyuan,6,6,2014,116.0,244.0,36.0,91.0,2800.0,148.0,26.1,1000.0,20.2,8.2,3.2,6-6-2014,2014-06-06,145.0,182.0
2051,Changping,6,6,2014,110.0,193.0,38.0,57.0,2000.0,163.0,25.8,997.1,18.0,21.6,6.8,6-6-2014,2014-06-06,120.0,179.0
3493,Dingling,6,6,2014,101.0,111.0,21.0,40.0,1300.0,176.0,25.8,997.0,18.0,0.3,6.8,6-6-2014,2014-06-06,79.0,174.0
621,Aotizhongxin,6,6,2014,121.0,121.0,31.0,112.0,2700.0,121.0,26.1,1000.0,20.2,8.2,3.2,6-6-2014,2014-06-06,84.0,185.0
4849,Dongsi,6,6,2014,116.0,236.0,40.0,104.0,3200.0,135.0,26.7,1001.4,19.6,9.3,7.2,6-6-2014,2014-06-06,141.0,182.0
16136,Wanshouxigong,6,6,2014,117.0,217.0,37.0,91.0,2900.0,109.0,26.6,999.2,19.2,8.2,3.0,6-6-2014,2014-06-06,132.0,183.0
13307,Tiantan,6,6,2014,125.0,211.0,52.0,96.0,2900.0,143.0,26.7,1001.4,19.6,9.3,7.2,6-6-2014,2014-06-06,129.0,187.0
14718,Wanliu,6,6,2014,120.0,275.0,36.0,99.0,2600.0,91.0,26.1,1000.0,20.2,8.2,3.2,6-6-2014,2014-06-06,161.0,184.0
11926,Shunyi,6,6,2014,122.0,268.0,31.0,88.0,2800.0,116.0,25.8,1002.2,18.7,13.0,7.8,6-6-2014,2014-06-06,157.0,185.0
3497,Dingling,6,7,2014,8.0,63.0,2.0,8.0,100.0,111.0,30.5,997.2,11.1,0.0,5.1,6-7-2014,2014-06-07,55.0,33.0
11930,Shunyi,6,7,2014,29.0,123.0,2.0,76.0,500.0,110.0,29.3,1002.5,14.3,0.0,4.1,6-7-2014,2014-06-07,85.0,87.0
14722,Wanliu,6,7,2014,26.0,110.0,7.0,81.0,500.0,81.0,30.7,1000.2,16.2,0.0,4.3,6-7-2014,2014-06-07,78.0,80.0
16140,Wanshouxigong,6,7,2014,25.0,101.0,3.0,62.0,700.0,110.0,30.3,999.3,15.9,0.0,4.6,6-7-2014,2014-06-07,74.0,78.0
4853,Dongsi,6,7,2014,25.0,128.0,4.0,92.0,900.0,107.0,29.5,1001.6,14.8,0.0,5.8,6-7-2014,2014-06-07,87.0,78.0
625,Aotizhongxin,6,7,2014,29.0,29.0,4.0,88.0,800.0,101.0,30.7,1000.2,16.2,0.0,4.3,6-7-2014,2014-06-07,27.0,87.0
2055,Changping,6,7,2014,13.0,108.0,6.0,25.0,400.0,110.0,30.5,997.2,11.1,0.0,5.1,6-7-2014,2014-06-07,77.0,53.0
6210,Guanyuan,6,7,2014,25.0,85.0,2.0,68.0,800.0,97.0,30.7,1000.2,16.2,0.0,4.3,6-7-2014,2014-06-07,66.0,78.0
10500,Nongzhanguan,6,7,2014,25.0,92.0,4.0,108.0,700.0,115.0,29.5,1001.6,14.8,0.0,5.8,6-7-2014,2014-06-07,69.0,78.0
9047,Huairou,6,7,2014,13.0,55.0,3.0,31.0,600.0,101.0,28.2,997.0,13.2,0.0,4.5,6-7-2014,2014-06-07,51.0,53.0
13311,Tiantan,6,7,2014,32.0,93.0,2.0,71.0,600.0,114.0,29.5,1001.6,14.8,0.0,5.8,6-7-2014,2014-06-07,70.0,93.0
7627,Gucheng,6,7,2014,40.0,136.0,5.0,104.0,900.0,109.0,30.9,998.2,15.7,0.0,2.3,6-7-2014,2014-06-07,91.0,112.0
3501,Dingling,6,8,2014,20.0,50.0,3.0,28.0,200.0,155.0,29.4,994.6,12.4,0.0,6.7,6-8-2014,2014-06-08,46.0,68.0
629,Aotizhongxin,6,8,2014,56.0,56.0,28.0,110.0,1600.0,159.0,29.3,997.5,18.5,7.8,2.8,6-8-2014,2014-06-08,51.0,151.0
2059,Changping,6,8,2014,29.0,74.0,10.0,71.0,600.0,174.0,29.4,994.6,12.4,0.0,6.7,6-8-2014,2014-06-08,60.0,87.0
4857,Dongsi,6,8,2014,55.0,145.0,41.0,114.0,1900.0,186.0,30.2,999.1,16.2,3.5,5.5,6-8-2014,2014-06-08,96.0,149.0
13315,Tiantan,6,8,2014,65.0,133.0,50.0,93.0,1900.0,224.0,30.2,999.1,16.2,3.5,5.5,6-8-2014,2014-06-08,90.0,156.0
9051,Huairou,6,8,2014,23.0,135.0,9.0,53.0,1400.0,158.0,29.9,994.8,16.1,3.5,4.3,6-8-2014,2014-06-08,91.0,74.0
6214,Guanyuan,6,8,2014,57.0,113.0,33.0,106.0,1700.0,173.0,29.3,997.5,18.5,7.8,2.8,6-8-2014,2014-06-08,80.0,152.0
11934,Shunyi,6,8,2014,31.0,123.0,15.0,59.0,900.0,153.0,29.7,999.9,14.6,0.5,2.4,6-8-2014,2014-06-08,85.0,91.0
10504,Nongzhanguan,6,8,2014,64.0,136.0,45.0,116.0,1800.0,202.0,30.2,999.1,16.2,3.5,5.5,6-8-2014,2014-06-08,91.0,155.0
7630,Gucheng,6,8,2014,63.0,184.0,15.0,181.0,1100.0,174.0,30.0,995.7,16.7,2.7,2.0,6-8-2014,2014-06-08,115.0,155.0
16144,Wanshouxigong,6,8,2014,57.0,131.0,37.0,105.0,1800.0,211.0,29.4,996.9,15.9,1.4,4.1,6-8-2014,2014-06-08,89.0,152.0
14726,Wanliu,6,8,2014,50.0,236.0,26.0,87.0,1100.0,125.0,29.3,997.5,18.5,7.8,2.8,6-8-2014,2014-06-08,141.0,137.0
9055,Huairou,6,9,2014,26.0,73.0,13.0,29.0,800.0,163.0,29.5,999.7,15.9,0.8,5.3,6-9-2014,2014-06-09,60.0,80.0
2063,Changping,6,9,2014,49.0,116.0,17.0,51.0,800.0,153.0,29.8,999.9,12.7,0.0,4.0,6-9-2014,2014-06-09,81.0,134.0
13319,Tiantan,6,9,2014,56.0,215.0,23.0,75.0,1100.0,208.0,28.8,1004.4,14.7,0.1,3.1,6-9-2014,2014-06-09,131.0,151.0
16148,Wanshouxigong,6,9,2014,50.0,156.0,17.0,104.0,1200.0,195.0,30.2,1001.9,15.0,0.0,3.3,6-9-2014,2014-06-09,101.0,137.0
4861,Dongsi,6,9,2014,44.0,151.0,18.0,102.0,1200.0,194.0,28.8,1004.4,14.7,0.1,3.1,6-9-2014,2014-06-09,99.0,122.0
633,Aotizhongxin,6,9,2014,54.0,54.0,15.0,101.0,900.0,178.0,29.6,1002.8,16.6,0.1,2.4,6-9-2014,2014-06-09,50.0,147.0
3505,Dingling,6,9,2014,23.0,47.0,15.0,22.0,500.0,138.0,29.8,999.9,12.4,0.0,4.0,6-9-2014,2014-06-09,44.0,74.0
6218,Guanyuan,6,9,2014,51.0,176.0,14.0,101.0,1400.0,194.0,29.6,1002.8,16.6,0.1,2.4,6-9-2014,2014-06-09,111.0,139.0
10508,Nongzhanguan,6,9,2014,54.0,142.0,27.0,90.0,1300.0,206.0,28.8,1004.4,14.7,0.1,3.1,6-9-2014,2014-06-09,94.0,147.0
11938,Shunyi,6,9,2014,46.0,170.0,12.0,46.0,900.0,173.0,29.6,1005.0,14.3,2.7,3.7,6-9-2014,2014-06-09,108.0,127.0
7634,Gucheng,6,9,2014,57.0,124.0,7.0,154.0,800.0,195.0,30.7,1000.9,14.9,0.0,2.1,6-9-2014,2014-06-09,85.0,152.0
14730,Wanliu,6,9,2014,47.0,134.0,16.0,84.0,1000.0,171.0,29.6,1002.8,16.6,0.1,2.4,6-9-2014,2014-06-09,90.0,129.0
637,Aotizhongxin,6,10,2014,113.0,113.0,21.0,79.0,1700.0,159.0,26.8,1004.6,20.4,14.6,2.7,6-10-2014,2014-06-10,80.0,181.0
11941,Shunyi,6,10,2014,88.0,130.0,14.0,46.0,1800.0,147.0,25.6,1007.2,18.3,0.7,2.4,6-10-2014,2014-06-10,88.0,168.0
13323,Tiantan,6,10,2014,111.0,146.0,29.0,73.0,1800.0,176.0,26.4,1006.4,18.2,6.1,3.3,6-10-2014,2014-06-10,96.0,180.0
14734,Wanliu,6,10,2014,100.0,109.0,19.0,73.0,1800.0,138.0,26.8,1004.6,20.4,14.6,2.7,6-10-2014,2014-06-10,78.0,174.0
2067,Changping,6,10,2014,97.0,99.0,9.0,46.0,1800.0,150.0,27.1,1001.7,18.2,0.7,2.2,6-10-2014,2014-06-10,73.0,172.0
10512,Nongzhanguan,6,10,2014,107.0,137.0,28.0,72.0,1800.0,183.0,26.4,1006.4,18.2,6.1,3.3,6-10-2014,2014-06-10,92.0,178.0
9058,Huairou,6,10,2014,89.0,113.0,12.0,39.0,1700.0,143.0,24.4,1001.9,16.9,0.2,3.6,6-10-2014,2014-06-10,80.0,168.0
6222,Guanyuan,6,10,2014,109.0,132.0,20.0,66.0,2100.0,162.0,26.3,1004.6,20.4,14.6,2.7,6-10-2014,2014-06-10,89.0,179.0
7638,Gucheng,6,10,2014,110.0,149.0,7.0,88.0,1600.0,189.0,27.0,1002.8,18.7,9.5,2.6,6-10-2014,2014-06-10,98.0,179.0
3509,Dingling,6,10,2014,85.0,87.0,6.0,26.0,1200.0,142.0,27.1,1001.7,18.2,0.7,2.2,6-10-2014,2014-06-10,67.0,166.0
4865,Dongsi,6,10,2014,108.0,187.0,23.0,77.0,2000.0,159.0,26.4,1006.4,18.2,6.1,3.3,6-10-2014,2014-06-10,117.0,178.0
16151,Wanshouxigong,6,10,2014,114.0,189.0,23.0,73.0,1900.0,161.0,27.1,1003.8,18.1,17.1,7.2,6-10-2014,2014-06-10,118.0,181.0
2071,Changping,6,11,2014,101.0,101.0,6.0,38.0,1600.0,145.0,30.0,1003.2,16.4,0.0,2.7,6-11-2014,2014-06-11,74.0,174.0
6226,Guanyuan,6,11,2014,99.0,99.0,8.0,77.0,1800.0,146.0,30.6,1006.5,18.7,0.0,2.7,6-11-2014,2014-06-11,73.0,173.0
10516,Nongzhanguan,6,11,2014,110.0,120.0,9.0,79.0,1900.0,148.0,29.3,1008.0,17.1,0.0,3.7,6-11-2014,2014-06-11,83.0,179.0
11945,Shunyi,6,11,2014,108.0,126.0,5.0,128.0,1600.0,142.0,30.3,1008.8,16.5,0.0,2.9,6-11-2014,2014-06-11,86.0,178.0
641,Aotizhongxin,6,11,2014,109.0,109.0,6.0,103.0,1800.0,132.0,30.6,1006.5,18.7,0.0,2.7,6-11-2014,2014-06-11,78.0,179.0
16155,Wanshouxigong,6,11,2014,101.0,102.0,5.0,63.0,1700.0,145.0,29.9,1005.7,18.5,0.0,3.6,6-11-2014,2014-06-11,74.0,174.0
14738,Wanliu,6,11,2014,109.0,109.0,13.0,90.0,1500.0,126.0,30.6,1006.5,18.7,0.0,2.7,6-11-2014,2014-06-11,78.0,179.0
9062,Huairou,6,11,2014,75.0,75.0,7.0,26.0,1300.0,131.0,30.8,1003.3,15.9,0.0,3.2,6-11-2014,2014-06-11,61.0,161.0
4869,Dongsi,6,11,2014,103.0,103.0,10.0,72.0,1800.0,126.0,29.3,1008.0,17.1,0.0,3.7,6-11-2014,2014-06-11,75.0,176.0
7642,Gucheng,6,11,2014,112.0,133.0,3.0,155.0,1600.0,131.0,30.0,1004.5,18.3,0.0,2.2,6-11-2014,2014-06-11,90.0,180.0
13327,Tiantan,6,11,2014,86.0,95.0,6.0,52.0,1700.0,132.0,29.3,1008.0,17.1,0.0,3.7,6-11-2014,2014-06-11,71.0,167.0
3513,Dingling,6,11,2014,85.0,45.0,2.0,17.0,1200.0,128.0,30.0,1003.2,16.4,0.0,2.7,6-11-2014,2014-06-11,42.0,166.0
13331,Tiantan,6,12,2014,42.0,135.0,27.0,91.0,900.0,182.0,34.5,1003.7,17.7,0.0,5.1,6-12-2014,2014-06-12,91.0,117.0
10520,Nongzhanguan,6,12,2014,45.0,131.0,19.0,114.0,900.0,179.0,34.5,1003.7,17.7,0.0,5.1,6-12-2014,2014-06-12,89.0,124.0
6230,Guanyuan,6,12,2014,40.0,108.0,24.0,99.0,900.0,172.0,35.0,1002.4,18.0,0.0,2.7,6-12-2014,2014-06-12,77.0,112.0
7646,Gucheng,6,12,2014,42.0,171.0,8.0,92.0,900.0,165.0,34.6,1000.4,16.6,0.0,1.7,6-12-2014,2014-06-12,109.0,117.0
